ID,Name,Gene Name,GenBank Protein ID,GenBank Gene ID,UniProt ID,Uniprot Title,PDB ID,GeneCard ID,GenAtlas ID,HGNC ID,Species,Drug IDs
P31937,"3-hydroxyisobutyrate dehydrogenase, mitochondrial",HIBADH,,AC007130,P31937,3HIDH_HUMAN,,HIBADH,HIBADH,HGNC:4907,Human,DB00157
P24046,Gamma-aminobutyric acid receptor subunit rho-1,GABRR1,182911,M62400,P24046,GBRR1_HUMAN,,GABRR1,GABRR1,HGNC:4090,Human,DB00231; DB00466; DB00546; DB00683; DB00690; DB00801; DB00829; DB00842; DB00897; DB01215; DB01558; DB01559; DB01567; DB01588; DB01589; DB01594; DB01595
P69905,Hemoglobin subunit alpha,HBA1,386764,J00153,P69905,HBA_HUMAN,,HBA1,HBA1,HGNC:4823,Human,DB00358; DB00893; DB02126; DB07427; DB07428; DB07645; DB08077; DB08262; DB08486; DB08632
P80365,Corticosteroid 11-beta-dehydrogenase isozyme 2,HSD11B2,565082,U14631,P80365,DHI2_HUMAN,,HSD11B2,HSD11B2,HGNC:5209,Human,DB00157
P10275,Androgen receptor,AR,178628,M20132,P10275,ANDR_HUMAN,,AR,AR,HGNC:644,Human,DB00367; DB00421; DB00499; DB00621; DB00624; DB00665; DB00687; DB00858; DB00984; DB01026; DB01128; DB01185; DB01395; DB01406; DB01420; DB01481; DB01541; DB01564; DB02266; DB02901; DB02932; DB02998; DB04709; DB04839; DB05094; DB05234; DB06710; DB06870; DB07039; DB07286; DB07419; DB07421; DB07422; DB07423; DB07454; DB07717; DB07769; DB08035; DB08087; DB08088; DB08089; DB08461; DB08804; DB08899
P05091,"Aldehyde dehydrogenase, mitochondrial",ALDH2,28606,X05409,P05091,ALDH2_HUMAN,,ALDH2,ALDH2,HGNC:404,Human,DB00157; DB00536; DB00822; DB02115; DB04381
P22888,Lutropin-choriogonadotropic hormone receptor,LHCGR,903746,M73746,P22888,LSHR_HUMAN,,LHCGR,LHCGR,HGNC:6585,Human,DB00014; DB00032; DB00044; DB00050; DB00097; DB06719
P49419,Alpha-aminoadipic semialdehyde dehydrogenase,ALDH7A1,797410,S74728,P49419,AL7A1_HUMAN,,ALDH7A1,ALDH7A1,HGNC:877,Human,DB00157
Q8WY07,Cationic amino acid transporter 3,SLC7A3,17224957,AF320612,Q8WY07,CTR3_HUMAN,,SLC7A3,SLC7A3,HGNC:11061,Human,DB00123; DB00125; DB00129
P19404,"NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial",NDUFV2,188852,M22538,P19404,NDUV2_HUMAN,,NDUFV2,NDUFV2,HGNC:7717,Human,DB00157
P09172,Dopamine beta-hydroxylase,DBH,30474,X13255,P09172,DOPO_HUMAN,,DBH,DBH,HGNC:2689,Human,DB00126; DB00822; DB00988
Q9Y4W6,AFG3-like protein 2,AFG3L2,5457357,Y18314,Q9Y4W6,AFG32_HUMAN,,AFG3L2,AFG3L2,HGNC:315,Human,DB00171
Q9UHW9,Solute carrier family 12 member 6,SLC12A6,6693798,AF116242,Q9UHW9,S12A6_HUMAN,,SLC12A6,SLC12A6,HGNC:10914,Human,DB00761
P35498,Sodium channel protein type 1 subunit alpha,SCN1A,12642270,AF225985,P35498,SCN1A_HUMAN,,SCN1A,SCN1A,HGNC:10585,Human,DB00252; DB00273; DB00909; DB01121; DB01438; DB01595; DB04855; DB04930; DB05232
P0A3M5,Penicillin-binding protein 2B,penA,14973165,AE005672,P0A3M5,PBP2_STRPN,,,,,Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4),DB01147; DB01150; DB05659
P07437,Tubulin beta chain,TUBB,338695,J00314,P07437,TBB5_HUMAN,,TUBB,TUBB,HGNC:20778,Human,DB00361; DB00541; DB00570; DB01179; DB01394; DB01873; DB03010; DB05147; DB05284; DB06042
P13631,Retinoic acid receptor gamma,RARG,306887,M24857,P13631,RARG_HUMAN,,RARG,RARG,HGNC:9866,Human,DB00210; DB00459; DB00523; DB00755; DB00799; DB00926; DB02258; DB02466; DB02741; DB03279; DB03466; DB05467; DB05785; DB07031; DB07294
P21918,D(1B) dopamine receptor,DRD5,32049,X58454,P21918,DRD5_HUMAN,,DRD5,DRD5,HGNC:3026,Human,DB00246; DB00248; DB00268; DB00334; DB00408; DB00413; DB00477; DB00589; DB00714; DB00800; DB00988; DB01038; DB01186; DB01200; DB01224; DB01235; DB01238; DB01403; DB01624; DB05271
Q9H3N8,Histamine H4 receptor,HRH4,10241847,AB044934,Q9H3N8,HRH4_HUMAN,,HRH4,HRH4,HGNC:17383,Human,DB00321; DB00334; DB00363; DB00408; DB00477; DB00543; DB00667; DB01142; DB05032; DB06148
P36888,Receptor-type tyrosine-protein kinase FLT3,FLT3,409573,U02687,P36888,FLT3_HUMAN,,FLT3,FLT3,HGNC:3765,Human,DB00398; DB01268; DB05014; DB05213; DB05216; DB05465; DB06080; DB08901
P23368,"NAD-dependent malic enzyme, mitochondrial",ME2,187300,M55905,P23368,MAOM_HUMAN,,ME2,ME2,HGNC:6984,Human,DB00157; DB01677; DB03499; DB03589; DB03680
P07864,L-lactate dehydrogenase C chain,LDHC,307120,J02938,P07864,LDHC_HUMAN,,LDHC,LDHC,HGNC:6544,Human,DB00157
Q9Y697,"Cysteine desulfurase, mitochondrial",NFS1,24042327,AF097025,Q9Y697,NFS1_HUMAN,,NFS1,NFS1,HGNC:15910,Human,DB00114; DB00151; DB00160
P51649,"Succinate-semialdehyde dehydrogenase, mitochondrial",ALDH5A1,3766467,Y11192,P51649,SSDH_HUMAN,,ALDH5A1,ALDH5A1,HGNC:408,Human,DB00139; DB00157; DB00313; DB00534
Q16857,Cysteine dioxygenase,CDO-1,2138111,U60232,Q16857,Q16857_HUMAN,,,,,Human,DB00151
O00180,Potassium channel subfamily K member 1,KCNK1,1086491,U33632,O00180,KCNK1_HUMAN,,KCNK1,KCNK1,HGNC:6272,Human,DB00308; DB00908; DB01346
Q9NYK1,Toll-like receptor 7,TLR7,7330281,AF240467,Q9NYK1,TLR7_HUMAN,,TLR7,TLR7,HGNC:15631,Human,DB00724; DB01611; DB04860; DB05127; DB05475
Q99720,Sigma non-opioid intracellular receptor 1,SIGMAR1,1783387,U75283,Q99720,SGMR1_HUMAN,,OPRS1,OPRS1,HGNC:8157,Human,DB00321; DB00409; DB00514; DB00652; DB01488; DB01708; DB03575; DB09014
Q9H3S4,Thiamin pyrophosphokinase 1,TPK1,12248915,AB028138,Q9H3S4,TPK1_HUMAN,,TPK1,TPK1,HGNC:17358,Human,DB00152; DB04768
P0A7R5,30S ribosomal protein S10,rpsJ,42857,V00344,P0A7R5,RS10_ECOLI,,,,,Escherichia coli (strain K12),DB00698
P50747,Biotin--protein ligase,HLCS,577625,D23672,P50747,BPL1_HUMAN,,HLCS,HLCS,HGNC:4976,Human,DB00121
P00387,NADH-cytochrome b5 reductase 3,CYB5R3,553600,M28713,P00387,NB5R3_HUMAN,,CYB5R3,CYB5R3,HGNC:2873,Human,DB00157; DB03147
O43175,D-3-phosphoglycerate dehydrogenase,PHGDH,2674062,AF006043,O43175,SERA_HUMAN,,PHGDH,PHGDH,HGNC:8923,Human,DB00157
Q02218,"2-oxoglutarate dehydrogenase, mitochondrial",OGDH,531241,D10523,Q02218,ODO1_HUMAN,,OGDH,OGDH,HGNC:8124,Human,DB00157; DB00313
P15692,Vascular endothelial growth factor A,VEGFA,181971,M32977,P15692,VEGFA_HUMAN,,VEGF,VEGF,HGNC:12680,Human,DB00112; DB01017; DB01120; DB01136; DB01270; DB03088; DB03754; DB05294; DB05434; DB05890; DB06779; DB08885
P20132,L-serine dehydratase/L-threonine deaminase,SDS,338030,J05037,P20132,SDHL_HUMAN,,SDS,SDS,HGNC:10691,Human,DB00114; DB00133
P37288,Vasopressin V1a receptor,AVPR1A,667068,L25615,P37288,V1AR_HUMAN,,AVPR1A,AVPR1A,HGNC:895,Human,DB00035; DB00067; DB00093; DB00872; DB02638; DB05452; DB06212
P48506,Glutamate--cysteine ligase catalytic subunit,GCLC,183039,M90656,P48506,GSH1_HUMAN,,GCLC,GCLC,HGNC:4311,Human,DB00142; DB00151
P49916,DNA ligase 3,LIG3,860963,X84740,P49916,DNLI3_HUMAN,,LIG3,LIG3,HGNC:6600,Human,DB00290
Q9UHI7,Solute carrier family 23 member 1,SLC23A1,3789785,AF058317,Q9UHI7,S23A1_HUMAN,,SLC23A1,SLC23A1,HGNC:10974,Human,DB00126
O00483,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 4,NDUFA4,1946692,U94586,O00483,NDUA4_HUMAN,,NDUFA4,NDUFA4,HGNC:7687,Human,DB00157
Q9UJ68,Mitochondrial peptide methionine sulfoxide reductase,MSRA,6136945,AJ242973,Q9UJ68,MSRA_HUMAN,,MSRA,MSRA,HGNC:7377,Human,DB04447
P12532,"Creatine kinase U-type, mitochondrial",CKMT1A,180590,J04469,P12532,KCRU_HUMAN,,CKMT1A,CKMT1A,HGNC:31736,Human,DB00148
P08588,Beta-1 adrenergic receptor,ADRB1,178200,J03019,P08588,ADRB1_HUMAN,,ADRB1,ADRB1,HGNC:285,Human,DB00187; DB00195; DB00221; DB00248; DB00264; DB00335; DB00368; DB00370; DB00373; DB00397; DB00408; DB00489; DB00521; DB00571; DB00598; DB00612; DB00668; DB00841; DB00852; DB00866; DB00960; DB01001; DB01064; DB01102; DB01118; DB01136; DB01151; DB01193; DB01203; DB01210; DB01214; DB01288; DB01291; DB01295; DB01297; DB01359; DB01363; DB01407; DB01580; DB04855; DB04861; DB06216; DB06262; DB08347; DB08558; DB08807; DB08808
O95298,NADH dehydrogenase [ubiquinone] 1 subunit C2,NDUFC2,4191346,AF087659,O95298,NDUC2_HUMAN,,NDUFC2,NDUFC2,HGNC:7706,Human,DB00157; DB01136
O15403,Monocarboxylate transporter 7,SLC16A6,2463632,U79745,O15403,MOT7_HUMAN,,SLC16A6,SLC16A6,HGNC:10927,Human,DB00119
Q02338,"D-beta-hydroxybutyrate dehydrogenase, mitochondrial",BDH1,177198,M93107,Q02338,BDH_HUMAN,,BDH1,BDH1,HGNC:1027,Human,DB00157
P31040,"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial",SDHA,506338,D30648,P31040,DHSA_HUMAN,,SDHA,SDHA,HGNC:10680,Human,DB00139; DB04141; DB04657; DB04795; DB08689
Q9Y5Y9,Sodium channel protein type 10 subunit alpha,SCN10A,4838145,AF117907,Q9Y5Y9,SCNAA_HUMAN,,SCN10A,SCN10A,HGNC:10582,Human,DB00281; DB00296; DB00297; DB00473; DB00527; DB00645; DB00721; DB00807; DB00892; DB00907; DB00961; DB01002; DB01086; DB01161; DB01173; DB06218
P36021,Monocarboxylate transporter 8,SLC16A2,458255,U05321,P36021,MOT8_HUMAN,,SLC16A2,SLC16A2,HGNC:10923,Human,DB00119
P23786,"Carnitine O-palmitoyltransferase 2, mitochondrial",CPT2,1041195,U09648,P23786,CPT2_HUMAN,,CPT2,CPT2,HGNC:2330,Human,DB00583; DB01074
P00367,"Glutamate dehydrogenase 1, mitochondrial",GLUD1,31707,X07674,P00367,DHE3_HUMAN,,GLUD1,GLUD1,HGNC:4335,Human,DB00142; DB00157; DB00756; DB04137
Q9NVS9,Pyridoxine-5'-phosphate oxidase,PNPO,21728336,AF468030,Q9NVS9,PNPO_HUMAN,,PNPO,PNPO,HGNC:30260,Human,DB00114; DB03247; DB03345
O76074,"cGMP-specific 3',5'-cyclic phosphodiesterase",PDE5A,3420185,AF043731,O76074,PDE5A_HUMAN,,PDE5A,PDE5A,HGNC:8784,Human,DB00203; DB00277; DB00806; DB00820; DB00862; DB00975; DB01972; DB03597; DB04272; DB05415; DB06237; DB06267; DB07954; DB08729
P20273,B-cell receptor CD22,CD22,36091,X59350,P20273,CD22_HUMAN,,CD22,CD22,HGNC:1643,Human,DB04958
P56937,3-keto-steroid reductase,HSD17B7,6721095,AF098786,P56937,DHB7_HUMAN,,HSD17B7,HSD17B7,HGNC:5215,Human,DB00157
P48637,Glutathione synthetase,GSS,886284,L42531,P48637,GSHB_HUMAN,,GSS,GSS,HGNC:4624,Human,DB00143; DB00145; DB00151; DB03408; DB04395; DB06151
P0A674,DNA-directed RNA polymerase subunit beta',rpoC,2143292,BX842574,P0A674,RPOC_MYCTU,,,,,Mycobacterium tuberculosis,DB01201
P45381,Aspartoacylase,ASPA,455834,S67156,P45381,ACY2_HUMAN,,ASPA,ASPA,HGNC:756,Human,DB00128
P07814,Bifunctional glutamate/proline--tRNA ligase,EPRS,31958,X54326,P07814,SYEP_HUMAN,,EPRS,EPRS,HGNC:3418,Human,DB00142; DB00172; DB02510; DB02684; DB03376
Q8WTV0,Scavenger receptor class B member 1,SCARB1,397607,Z22555,Q8WTV0,SCRB1_HUMAN,,SCARB1,SCARB1,HGNC:1664,Human,DB00144
P37088,Amiloride-sensitive sodium channel subunit alpha,SCNN1A,452650,X76180,P37088,SCNNA_HUMAN,,SCNN1A,SCNN1A,HGNC:10599,Human,DB00384; DB00594
O75489,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial",NDUFS3,3337441,AF067139,O75489,NDUS3_HUMAN,,NDUFS3,NDUFS3,HGNC:7710,Human,DB00157
Q9UI33,Sodium channel protein type 11 subunit alpha,SCN11A,6572950,AF188679,Q9UI33,SCNBA_HUMAN,,SCN11A,SCN11A,HGNC:10583,Human,DB00907; DB00909
P48448,Aldehyde dehydrogenase family 3 member B2,ALDH3B2,1051281,U37519,P48448,AL3B2_HUMAN,,ALDH3B2,ALDH3B2,HGNC:411,Human,DB00157
P14061,Estradiol 17-beta-dehydrogenase 1,HSD17B1,23365,X13440,P14061,DHB1_HUMAN,,HSD17B1,HSD17B1,HGNC:5210,Human,DB00157; DB01536; DB01561; DB01708; DB02187; DB02323; DB02901; DB03461
O15374,Monocarboxylate transporter 5,SLC16A4,2463628,U59185,O15374,MOT5_HUMAN,,SLC16A4,SLC16A4,HGNC:10925,Human,DB00119
P03897,NADH-ubiquinone oxidoreductase chain 3,MT-ND3,506832,J01415,P03897,NU3M_HUMAN,,MT-ND3,MT-ND3,HGNC:7458,Human,DB00157
Q14524,Sodium channel protein type 5 subunit alpha,SCN5A,184039,M77235,Q14524,SCN5A_HUMAN,,SCN5A,SCN5A,HGNC:10593,Human,DB00192; DB00243; DB00252; DB00280; DB00281; DB00379; DB00473; DB00527; DB00532; DB00564; DB00661; DB00680; DB00740; DB00750; DB00754; DB00776; DB00868; DB00907; DB00908; DB00909; DB01035; DB01056; DB01182; DB01195; DB01228; DB01320; DB01346; DB01426; DB01429
Q15046,Lysine--tRNA ligase,KARS,505108,D31890,Q15046,SYK_HUMAN,,KARS,KARS,HGNC:6215,Human,DB00123
P18858,DNA ligase 1,LIG1,187143,M36067,P18858,DNLI1_HUMAN,,LIG1,LIG1,HGNC:6598,Human,DB00290
Q9Y619,Mitochondrial ornithine transporter 1,SLC25A15,5565862,AF112968,Q9Y619,ORNT1_HUMAN,,SLC25A15,SLC25A15,HGNC:10985,Human,DB00129
Q13564,NEDD8-activating enzyme E1 regulatory subunit,NAE1,1314560,U50939,Q13564,ULA1_HUMAN,,APPBP1,APPBP1,HGNC:621,Human,DB00171
P30968,Gonadotropin-releasing hormone receptor,GNRHR,183422,L03380,P30968,GNRHR_HUMAN,,GNRHR,GNRHR,HGNC:4421,Human,DB00007; DB00014; DB00050; DB00106; DB00644; DB00666; DB01406; DB05694; DB06699; DB06719
Q15031,"Probable leucine--tRNA ligase, mitochondrial",LARS2,40788954,D21851,Q15031,SYLM_HUMAN,,LARS2,LARS2,HGNC:17095,Human,DB00149
P09619,Platelet-derived growth factor receptor beta,PDGFRB,189732,J03278,P09619,PGFRB_HUMAN,,PDGFRB,PDGFRB,HGNC:8804,Human,DB00102; DB00398; DB00619; DB01254; DB01268; DB05014; DB05146; DB06589; DB08896
P10826,Retinoic acid receptor beta,RARB,35883,X07282,P10826,RARB_HUMAN,,RARB,RARB,HGNC:9865,Human,DB00210; DB00459; DB00523; DB00799; DB00926; DB02877; DB04942; DB05785
Q09428,ATP-binding cassette sub-family C member 8,ABCC8,1374919,L78243,Q09428,ABCC8_HUMAN,,ABCC8,ABCC8,HGNC:59,Human,DB00171; DB00222; DB00672; DB00731; DB00912; DB01016; DB01067; DB01120; DB01124; DB01251; DB01252; DB01382
P21695,"Glycerol-3-phosphate dehydrogenase [NAD(+)], cytoplasmic",GPD1,508487,L34041,P21695,GPDA_HUMAN,,GPD1,GPD1,HGNC:4455,Human,DB00157
O95069,Potassium channel subfamily K member 2,KCNK2,5712621,AF129399,O95069,KCNK2_HUMAN,,KCNK2,KCNK2,HGNC:6277,Human,DB00204; DB04855
P00747,Plasminogen,PLG,387026,X05199,P00747,PLMN_HUMAN,,PLG,PLG,HGNC:9071,Human,DB00009; DB00013; DB00015; DB00029; DB00031; DB00086; DB00302; DB00513; DB03709; DB04925; DB06692
P30825,High affinity cationic amino acid transporter 1,SLC7A1,36161,X59155,P30825,CTR1_HUMAN,,SLC7A1,SLC7A1,HGNC:11057,Human,DB00123; DB00125; DB00129
P56556,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6,NDUFA6,2909856,AF047182,P56556,NDUA6_HUMAN,,NDUFA6,NDUFA6,HGNC:7690,Human,DB00157
P16442,Histo-blood group ABO system transferase,ABO,340078,J05175,P16442,BGAT_HUMAN,,ABO,ABO,HGNC:79,Human,DB02196; DB03435; DB03501; DB03772; DB04141; DB04678; DB04679; DB04680; DB04681; DB07341; DB07357; DB07378; DB07633
P37231,Peroxisome proliferator-activated receptor gamma,PPARG,1711117,U79012,P37231,PPARG_HUMAN,,PPARG,PPARG,HGNC:9236,Human,DB00159; DB00197; DB00244; DB00328; DB00412; DB00731; DB00795; DB00912; DB00966; DB01014; DB01050; DB01067; DB01132; DB01252; DB01393; DB04270; DB04689; DB04971; DB05187; DB05490; DB05854; DB06908; DB06926; DB07053; DB07111; DB07172; DB07208; DB07209; DB07302; DB07509; DB07675; DB07723; DB07724; DB07842; DB07863; DB08121; DB08302; DB08402; DB08435; DB08560; DB08760; DB08915
P00742,Coagulation factor X,F10,182841,K03194,P00742,FA10_HUMAN,,F10,F10,HGNC:3528,Human,DB00025; DB00036; DB00100; DB00170; DB00569; DB01109; DB01225; DB03847; DB04673; DB05362; DB05713; DB06228; DB06605; DB06920; DB07211; DB07261; DB07277; DB07278; DB07605; DB07629; DB07630; DB07800; DB07804; DB07843; DB07844; DB07847; DB07848; DB07872; DB07875; DB07973; DB07974; DB08143; DB08173; DB08174; DB08426; DB08477; DB08487; DB08488; DB08495; DB08745; DB08746
Q9UBS5,Gamma-aminobutyric acid type B receptor subunit 1,GABBR1,3892594,AJ225028,Q9UBS5,GABR1_HUMAN,,GABBR1,GABBR1,HGNC:4070,Human,DB00181; DB00837; DB01080; DB05010; DB08891; DB08892
P98194,Calcium-transporting ATPase type 2C member 1,ATP2C1,6715131,AF181120,P98194,AT2C1_HUMAN,,ATP2C1,ATP2C1,HGNC:13211,Human,DB00228; DB00753; DB01028; DB01159; DB01189; DB01236; DB01373
P08243,Asparagine synthetase [glutamine-hydrolyzing],ASNS,179100,M27396,P08243,ASNS_HUMAN,,ASNS,ASNS,HGNC:753,Human,DB00128; DB00142; DB00171; DB00174
P16083,Ribosyldihydronicotinamide dehydrogenase [quinone],NQO2,190818,J02888,P16083,NQO2_HUMAN,,NQO2,NQO2,HGNC:7856,Human,DB00157; DB00170; DB01065; DB01087; DB02709; DB03147; DB03541; DB04253; DB07339; DB08190; DB08228; DB08744
P12821,Angiotensin-converting enzyme,ACE,178286,J04144,P12821,ACE_HUMAN,,ACE,ACE,HGNC:2707,Human,DB00178; DB00492; DB00519; DB00542; DB00584; DB00616; DB00691; DB00722; DB00790; DB00881; DB00886; DB01180; DB01197; DB01340; DB01348; DB02032; DB03740; DB08836
P26640,Valine--tRNA ligase,VARS,31545,X59303,P26640,SYVC_HUMAN,,VARS,VARS,HGNC:12651,Human,DB00161
O15239,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 1,NDUFA1,2274974,X81900,O15239,NDUA1_HUMAN,,NDUFA1,NDUFA1,HGNC:7683,Human,DB00157
P32322,"Pyrroline-5-carboxylate reductase 1, mitochondrial",PYCR1,189498,M77836,P32322,P5CR1_HUMAN,,PYCR1,PYCR1,HGNC:9721,Human,DB00157; DB00172
P07327,Alcohol dehydrogenase 1A,ADH1A,178092,M12271,P07327,ADH1A_HUMAN,,ADH1A,ADH1A,HGNC:249,Human,DB00157; DB00898; DB01213; DB02721; DB04065
P23381,"Tryptophan--tRNA ligase, cytoplasmic",WARS,184657,M77804,P23381,SYWC_HUMAN,,WARS,WARS,HGNC:12729,Human,DB00150; DB01831; DB04537
P54710,Sodium/potassium-transporting ATPase subunit gamma,FXYD2,1575004,U50743,P54710,ATNG_HUMAN,,FXYD2,FXYD2,HGNC:4026,Human,DB00606
P54577,"Tyrosine--tRNA ligase, cytoplasmic",YARS,1184699,U40714,P54577,SYYC_HUMAN,,YARS,YARS,HGNC:12840,Human,DB00135; DB01766; DB03978; DB07205; DB08371; DB08617
Q02252,"Methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial",ALDH6A1,7160985,AJ249994,Q02252,MMSA_HUMAN,,ALDH6A1,ALDH6A1,HGNC:7179,Human,DB00157
P55157,Microsomal triglyceride transfer protein large subunit,MTTP,414669,X75500,P55157,MTP_HUMAN,,MTTP,MTTP,HGNC:7467,Human,DB01094; DB04852; DB08827
P10613,Lanosterol 14-alpha demethylase,ERG11,578119,X13296,P10613,CP51_CANAL,,,,,Yeast,DB00196; DB00239; DB00251; DB00257; DB00582; DB01007; DB01026; DB01110; DB01127; DB01153; DB01263; DB04794; DB08933
P26639,"Threonine--tRNA ligase, cytoplasmic",TARS,1464742,M63180,P26639,SYTC_HUMAN,,TARS,TARS,HGNC:11572,Human,DB00156
O75746,Calcium-binding mitochondrial carrier protein Aralar1,SLC25A12,3559910,Y14494,O75746,CMC1_HUMAN,,SLC25A12,SLC25A12,HGNC:10982,Human,DB00128
Q15758,Neutral amino acid transporter B(0),SLC1A5,1478281,U53347,Q15758,AAAT_HUMAN,,SLC1A5,SLC1A5,HGNC:10943,Human,DB00174
P20061,Transcobalamin-1,TCN1,307479,J05068,P20061,TCO1_HUMAN,,TCN1,TCN1,HGNC:11652,Human,DB00200
P06858,Lipoprotein lipase,LPL,307138,M15856,P06858,LIPL_HUMAN,,LPL,LPL,HGNC:6677,Human,DB05269; DB06439
P05121,Plasminogen activator inhibitor 1,SERPINE1,35272,X04429,P05121,PAI1_HUMAN,,SERPINE1,SERPINE1,HGNC:8583,Human,DB00009; DB00013; DB00015; DB00029; DB00031; DB00055; DB00197; DB05254
P29275,Adenosine receptor A2b,ADORA2B,178150,M97759,P29275,AA2BR_HUMAN,,ADORA2B,ADORA2B,HGNC:264,Human,DB00277; DB00640; DB00824; DB04932
P10109,"Adrenodoxin, mitochondrial",FDX1,557734,M23668,P10109,ADX_HUMAN,,FDX1,FDX1,HGNC:3638,Human,DB00648
O43674,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 5, mitochondrial",NDUFB5,2909854,AF047181,O43674,NDUB5_HUMAN,,NDUFB5,NDUFB5,HGNC:7700,Human,DB00157
P30038,"Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial",ALDH4A1,1353250,U24267,P30038,AL4A1_HUMAN,,ALDH4A1,ALDH4A1,HGNC:406,Human,DB00157
O96000,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10,NDUFB10,4164442,AF044954,O96000,NDUBA_HUMAN,,NDUFB10,NDUFB10,HGNC:7696,Human,DB00157
P10415,Apoptosis regulator Bcl-2,BCL2,179367,M13994,P10415,BCL2_HUMAN,,BCL2,BCL2,HGNC:990,Human,DB01050; DB01229; DB01248; DB01367; DB04940; DB05281; DB05297; DB05764
P08912,Muscarinic acetylcholine receptor M5,CHRM5,177988,M80333,P08912,ACM5_HUMAN,,CHRM5,CHRM5,HGNC:1954,Human,DB00246; DB00321; DB00334; DB00340; DB00342; DB00363; DB00376; DB00408; DB00420; DB00458; DB00496; DB00540; DB00572; DB00622; DB00715; DB00725; DB00747; DB00767; DB00777; DB00785; DB00835; DB00934; DB01036; DB01069; DB01142; DB01151; DB01224; DB01238; DB01239; DB01403; DB01591; DB05752; DB06702; DB08897
P09917,Arachidonate 5-lipoxygenase,ALOX5,187193,J03600,P09917,LOX5_HUMAN,,ALOX5,ALOX5,HGNC:435,Human,DB00163; DB00179; DB00233; DB00244; DB00471; DB00586; DB00711; DB00744; DB00795; DB00939; DB01014; DB01017; DB01892; DB04725; DB05431
P30531,Sodium- and chloride-dependent GABA transporter 1,SLC6A1,31658,X54673,P30531,SC6A1_HUMAN,,SLC6A1,SLC6A1,HGNC:11042,Human,DB00906; DB08848
P00491,Purine nucleoside phosphorylase,PNP,35565,X00737,P00491,PNPH_HUMAN,,NP,NP,HGNC:7892,Human,DB00242; DB00900; DB01667; DB02222; DB02230; DB02377; DB02391; DB02568; DB02796; DB02857; DB03101; DB03551; DB03609; DB03881; DB04076; DB04260; DB04335; DB04753; DB04754; DB04757
P14679,Tyrosinase,TYR,340037,M27160,P14679,TYRO_HUMAN,,TYR,TYR,HGNC:12442,Human,DB00157; DB00548; DB00600; DB01055
P80404,"4-aminobutyrate aminotransferase, mitochondrial",ABAT,602705,L32961,P80404,GABT_HUMAN,,ABAT,ABAT,HGNC:23,Human,DB00114; DB00119; DB00142; DB00160; DB00313; DB00780; DB01080; DB01699; DB04235
Q9Y478,5'-AMP-activated protein kinase subunit beta-1,PRKAB1,2916800,AJ224515,Q9Y478,AAKB1_HUMAN,,PRKAB1,PRKAB1,HGNC:9378,Human,DB00131; DB00331
P10745,Retinol-binding protein 3,RBP3,186541,M33875,P10745,RET3_HUMAN,,RBP3,RBP3,HGNC:9921,Human,DB00162
O76054,SEC14-like protein 2,SEC14L2,5596693,AL096881,O76054,S14L2_HUMAN,,SEC14L2,SEC14L2,HGNC:10699,Human,DB00163; DB03796
P0A8V2,DNA-directed RNA polymerase subunit beta,rpoB,42818,V00339,P0A8V2,RPOB_ECOLI,,,,,Escherichia coli (strain K12),DB00615; DB01045; DB01220; DB04934
Q9BXI2,Mitochondrial ornithine transporter 2,SLC25A2,13445628,AF332005,Q9BXI2,ORNT2_HUMAN,,SLC25A2,SLC25A2,HGNC:22921,Human,DB00129
P15291,"Beta-1,4-galactosyltransferase 1",B4GALT1,29424,X14085,P15291,B4GT1_HUMAN,,B4GALT1,B4GALT1,HGNC:924,Human,DB00141; DB02696; DB03013; DB03501; DB03685; DB03814
P40939,"Trifunctional enzyme subunit alpha, mitochondrial",HADHA,862457,D16480,P40939,ECHA_HUMAN,,HADHA,HADHA,HGNC:4801,Human,DB00157
P49902,Cytosolic purine 5'-nucleotidase,NT5C2,633071,D38524,P49902,5NTC_HUMAN,,NT5C2,NT5C2,HGNC:8022,Human,DB00171; DB00811
P35354,Prostaglandin G/H synthase 2,PTGS2,291988,L15326,P35354,PGH2_HUMAN,,PTGS2,PTGS2,HGNC:9605,Human,DB00154; DB00159; DB00233; DB00244; DB00316; DB00328; DB00461; DB00465; DB00469; DB00480; DB00482; DB00500; DB00533; DB00554; DB00573; DB00580; DB00586; DB00605; DB00712; DB00749; DB00784; DB00788; DB00795; DB00812; DB00814; DB00821; DB00861; DB00870; DB00936; DB00939; DB00945; DB00963; DB00991; DB01009; DB01014; DB01041; DB01050; DB01283; DB01397; DB01398; DB01399; DB01401; DB01404; DB01419; DB01435; DB01600; DB01628; DB02266; DB02709; DB03477; DB03866; DB04552; DB04725; DB04743; DB05095; DB05335; DB06725; DB06802; DB08910
